name,address,phone,hours,place_id,lat,lng,rating,business_status
Miami Kava & Coffee - Magic City,393 NE 59th St, Miami, FL 33137, USA,(305) 603-8258,Monday: 11:00 AM – 11:15 PM;Tuesday: 11:00 AM – 11:15 PM;Wednesday: 11:00 AM – 11:15 PM;Thursday: 11:00 AM – 11:15 PM;Friday: 11:00 AM – 11:15 PM;Saturday: 11:00 AM – 11:15 PM;Sunday: 11:00 AM – 11:15 PM,ChIJA5RHusex2YgR1S8fexhmbhg,25.8300486,-80.1883118,4.7,OPERATIONAL
Pacific Rootz Kava Lounge,6996 Piazza Grande Ave, Orlando, FL 32835, USA,(407) 616-9668,Monday: 6:00 PM – 2:00 AM;Tuesday: 6:00 PM – 2:00 AM;Wednesday: 6:00 PM – 2:00 AM;Thursday: 6:00 PM – 2:00 AM;Friday: 6:00 PM – 2:00 AM;Saturday: 7:00 PM – 2:00 AM;Sunday: 7:00 PM – 2:00 AM,ChIJKfQwWdt454gRr5sQhuJsxn0,28.5164327,-81.4816676,4.7,OPERATIONAL
Kava Cove Lounge,2020 W Fairbanks Ave # 100, Winter Park, FL 32789, USA,(321) 400-9024,Monday: 11:30 AM – 12:00 AM;Tuesday: 11:30 AM – 12:00 AM;Wednesday: 11:30 AM – 12:00 AM;Thursday: 11:30 AM – 2:00 AM;Friday: 11:30 AM – 2:00 AM;Saturday: 11:30 AM – 2:00 AM;Sunday: 11:30 AM – 12:00 AM,ChIJQV0LvXtw54gR7T_krNl3jwM,28.5929209,-81.3768223,4.7,OPERATIONAL
SODO KAVA,227 E Michigan St Unit B, Orlando, FL 32806, USA,(407) 203-3677,Monday: 12:00 PM – 12:00 AM;Tuesday: 12:00 PM – 12:00 AM;Wednesday: 12:00 PM – 12:00 AM;Thursday: 12:00 PM – 12:00 AM;Friday: 12:00 PM – 1:00 AM;Saturday: 12:00 PM – 1:00 AM;Sunday: 12:00 PM – 12:00 AM,ChIJE02zMkt754gRpLOVzISjIgI,28.5132306,-81.3750634,4.8,OPERATIONAL
The Muddy Root Kava Cafe,12082 Collegiate Way, Orlando, FL 32817, USA,(407) 203-4007,Monday: 10:00 AM – 12:00 AM;Tuesday: 10:00 AM – 12:00 AM;Wednesday: 10:00 AM – 12:00 AM;Thursday: 10:00 AM – 12:00 AM;Friday: 10:00 AM – 2:00 AM;Saturday: 10:00 AM – 12:00 AM;Sunday: 10:00 AM – 12:00 AM,ChIJH0G4tGxp54gRv-O2AM4rWhM,28.5965584,-81.21096949999999,4.8,OPERATIONAL
Island Vibes Kava Bar Orlando,990 N State Rd 434 #1198, Altamonte Springs, FL 32714, USA,(321) 972-8397,Monday: 9:00 AM – 12:00 AM;Tuesday: 9:00 AM – 12:00 AM;Wednesday: 9:00 AM – 12:00 AM;Thursday: 9:00 AM – 12:00 AM;Friday: 9:00 AM – 12:00 AM;Saturday: 9:00 AM – 12:00 AM;Sunday: 9:00 AM – 12:00 AM,ChIJlVxBSbBz54gRW9tTx717eHA,28.6833718,-81.4197257,4.7,OPERATIONAL
Kava Culture Kava Bar,245 Wheelhouse Ln, Lake Mary, FL 32746, USA,(321) 926-3374,Monday: 8:00 AM – 2:00 AM;Tuesday: 8:00 AM – 2:00 AM;Wednesday: 8:00 AM – 2:00 AM;Thursday: 8:00 AM – 2:00 AM;Friday: 8:00 AM – 2:00 AM;Saturday: 8:00 AM – 2:00 AM;Sunday: 8:00 AM – 2:00 AM,ChIJK8cP-TBt54gRLbOgLPAfNbY,28.7542762,-81.334671,4.9,OPERATIONAL
Kava Culture Kava Bar,1174 Tree Swallow Dr, Winter Springs, FL 32708, USA,(321) 765-4432,Monday: 8:00 AM – 2:00 AM;Tuesday: 8:00 AM – 2:00 AM;Wednesday: 8:00 AM – 2:00 AM;Thursday: 8:00 AM – 2:00 AM;Friday: 8:00 AM – 2:00 AM;Saturday: 8:00 AM – 2:00 AM;Sunday: 8:00 AM – 2:00 AM,ChIJ34l3nONt54gRO9S-aWDKh7E,28.6995142,-81.2634676,4.7,OPERATIONAL
Kavasutra kava bar,1084 Lee Rd Unit 1, Orlando, FL 32810, USA,(407) 420-0158,Monday: 8:00 AM – 2:00 AM;Tuesday: 8:00 AM – 2:00 AM;Wednesday: 8:00 AM – 2:00 AM;Thursday: 8:00 AM – 2:00 AM;Friday: 8:00 AM – 2:00 AM;Saturday: 8:00 AM – 2:00 AM;Sunday: 8:00 AM – 2:00 AM,ChIJG8bnF21x54gRA1OhBDtAoHQ,28.605469,-81.398015,4.6,OPERATIONAL
Sodo Kava Longwood,911 E State Rd 434, Longwood, FL 32750, USA,(321) 972-6101,Monday: 12:00 PM – 12:00 AM;Tuesday: 12:00 PM – 12:00 AM;Wednesday: 12:00 PM – 12:00 AM;Thursday: 12:00 PM – 12:00 AM;Friday: 12:00 PM – 12:00 AM;Saturday: 12:00 PM – 12:00 AM;Sunday: 12:00 PM – 12:00 AM,ChIJj4HarKJt54gRYs_G-oSKsJg,28.6984219,-81.3282527,5,OPERATIONAL
Z Co-Space & Clubhouse,1413 Haven Dr, Orlando, FL 32803, USA,(407) 986-8260,Monday: 9:00 AM – 12:00 AM;Tuesday: 9:00 AM – 12:00 AM;Wednesday: 9:00 AM – 12:00 AM;Thursday: 9:00 AM – 12:00 AM;Friday: 9:00 AM – 12:00 AM;Saturday: 4:00 PM – 12:00 AM;Sunday: Closed,ChIJhd0DTg9x54gRt6F6HpBoaxE,28.5645971,-81.3660057,4.9,OPERATIONAL
Elevate Kava Bar & Lounge,400 N Orlando Ave Unit 109A, Maitland, FL 32751, USA,(407) 706-7127,Monday: 9:00 AM – 12:00 AM;Tuesday: 9:00 AM – 12:00 AM;Wednesday: 9:00 AM – 12:00 AM;Thursday: 9:00 AM – 12:00 AM;Friday: 9:00 AM – 12:00 AM;Saturday: 9:00 AM – 12:00 AM;Sunday: 9:00 AM – 12:00 AM,ChIJ3X1t-FRx54gR-5zzhsq_JhE,28.6297646,-81.36293289999999,4.8,OPERATIONAL
NovelTea Kava Bar,2200 Winter Springs Blvd #117, Oviedo, FL 32765, USA,N/A,Monday: 8:00 AM – 2:00 AM;Tuesday: 8:00 AM – 2:00 AM;Wednesday: 8:00 AM – 2:00 AM;Thursday: 8:00 AM – 2:00 AM;Friday: 8:00 AM – 2:00 AM;Saturday: 11:00 AM – 2:00 AM;Sunday: 11:00 AM – 2:00 AM,ChIJ_2eVZwBr54gR1DwQA8kIszY,28.6698259,-81.22442319999999,5,OPERATIONAL
Kavasutra Kava Bar - Casselberry,953 FL-436, Casselberry, FL 32707, USA,(321) 422-0170,Monday: 8:00 AM – 2:00 AM;Tuesday: 8:00 AM – 2:00 AM;Wednesday: 8:00 AM – 2:00 AM;Thursday: 8:00 AM – 2:00 AM;Friday: 8:00 AM – 2:00 AM;Saturday: 8:00 AM – 2:00 AM;Sunday: 8:00 AM – 2:00 AM,ChIJPQJ3IABv54gRAAnkf914d1k,28.6473814,-81.3243731,4.7,OPERATIONAL
Pacific Dharma Kava,2345 E Michigan St # 4, Orlando, FL 32806, USA,(321) 247-5057,Monday: 10:00 AM – 1:00 AM;Tuesday: 10:00 AM – 1:00 AM;Wednesday: 10:00 AM – 1:00 AM;Thursday: 10:00 AM – 1:00 AM;Friday: 10:00 AM – 2:00 AM;Saturday: 10:00 AM – 2:00 AM;Sunday: 10:00 AM – 1:00 AM,ChIJTRy5UhF754gRS_eUwHCl4Xk,28.5136856,-81.3520157,4.9,OPERATIONAL
Kava Culture Kava Bar,514 N Franklin St STE 102, Tampa, FL 33602, USA,(813) 999-1179,Monday: 7:00 AM – 1:00 AM;Tuesday: 7:00 AM – 1:00 AM;Wednesday: 7:00 AM – 1:00 AM;Thursday: 7:00 AM – 1:00 AM;Friday: 7:00 AM – 1:00 AM;Saturday: 7:00 AM – 1:00 AM;Sunday: 7:00 AM – 1:00 AM,ChIJf7vdA7zFwogRa1FJF-4cQos,27.9489985,-82.4586743,4.5,OPERATIONAL
Kava Culture Kava Bar,4820 S Himes Ave Suite 2, Tampa, FL 33611, USA,(813) 832-3323,Monday: 7:00 AM – 1:00 AM;Tuesday: 7:00 AM – 1:00 AM;Wednesday: 7:00 AM – 1:00 AM;Thursday: 7:00 AM – 1:00 AM;Friday: 7:00 AM – 1:00 AM;Saturday: 7:00 AM – 1:00 AM;Sunday: 7:00 AM – 1:00 AM,ChIJIRxusPTdwogRE4lGrucFOCU,27.8939202,-82.5012299,4.7,OPERATIONAL
Heights Kava Lounge (Coffee , Kava, Kombucha, Herbal tea, Hookah),723 W Columbus Dr, Tampa, FL 33602, USA,(813) 586-0611,Monday: 7:00 AM – 12:00 AM;Tuesday: 7:00 AM – 12:00 AM;Wednesday: 7:00 AM – 12:00 AM;Thursday: 7:00 AM – 12:00 AM;Friday: 7:00 AM – 1:00 AM;Saturday: 11:00 AM – 1:00 AM;Sunday: 11:00 AM – 12:00 AM,ChIJBdVltRzFwogRLS4pltofRn8,27.9671602,-82.46829480000001,5,OPERATIONAL
Bula Kavananda Kava Bar & Coffee House,5803 N Florida Ave, Tampa, FL 33604, USA,(813) 444-5571,Monday: 7:00 AM – 2:00 AM;Tuesday: 7:00 AM – 2:00 AM;Wednesday: 7:00 AM – 2:00 AM;Thursday: 7:00 AM – 2:00 AM;Friday: 7:00 AM – 2:00 AM;Saturday: 7:00 AM – 2:00 AM;Sunday: 7:00 AM – 2:00 AM,ChIJA3ZFrHTHwogRumv_hHuJSEo,28.0000486,-82.4592114,4.7,OPERATIONAL
Alibaba Lounge & Kava Bar,2317 W Linebaugh Ave, Tampa, FL 33612, USA,(813) 280-9466,Monday: 2:00 PM – 12:00 AM;Tuesday: 2:00 PM – 12:00 AM;Wednesday: 2:00 PM – 12:00 AM;Thursday: 2:00 PM – 12:00 AM;Friday: 2:00 PM – 2:00 AM;Saturday: 2:00 PM – 2:00 AM;Sunday: 4:00 – 9:00 PM,ChIJO7LqJADBwogR9wGzqwmr2dA,28.0402317,-82.4809518,4.9,OPERATIONAL
Speakeasy Central Kava Bar,2101 Central Ave, St. Petersburg, FL 33713, USA,(727) 329-9915,Monday: 7:00 AM – 1:00 AM;Tuesday: 7:00 AM – 1:00 AM;Wednesday: 7:00 AM – 1:00 AM;Thursday: 7:00 AM – 1:00 AM;Friday: 7:00 AM – 1:00 AM;Saturday: 7:00 AM – 1:00 AM;Sunday: 7:00 AM – 1:00 AM,ChIJjwq5GdPjwogRXbZg6X4v6bc,27.7712148,-82.6617765,4.8,OPERATIONAL
Insomnia ISG Kava Bar and Lounge,11401 N 56th St #20, Temple Terrace, FL 33617, USA,(813) 570-8137,Monday: 12:00 PM – 12:00 AM;Tuesday: 12:00 PM – 12:00 AM;Wednesday: 12:00 PM – 12:00 AM;Thursday: 12:00 PM – 12:00 AM;Friday: 12:00 PM – 12:00 AM;Saturday: 12:00 PM – 12:00 AM;Sunday: 12:00 – 11:00 PM,ChIJ6wMxDt_HwogRP5PkgWcrAo0,28.0522899,-82.393074,5,OPERATIONAL
Low Tide Kava Bar,2902A Beach Blvd S, Gulfport, FL 33707, USA,(727) 202-6824,Monday: 8:00 AM – 12:00 AM;Tuesday: 8:00 AM – 12:00 AM;Wednesday: 8:00 AM – 12:00 AM;Thursday: 8:00 AM – 12:00 AM;Friday: 8:00 AM – 12:00 AM;Saturday: 8:00 AM – 12:00 AM;Sunday: 8:00 AM – 12:00 AM,ChIJv08w15viwogR-eEGwgnpG3E,27.7409106,-82.70728969999999,4.7,OPERATIONAL
HotWax Coffee Shop, Kava Bar & Tap House,1522 E 7th Ave, Tampa, FL 33605, USA,(813) 442-4210,Monday: 11:00 AM – 1:00 AM;Tuesday: 11:00 AM – 1:00 AM;Wednesday: 11:00 AM – 1:00 AM;Thursday: 11:00 AM – 1:00 AM;Friday: 11:00 AM – 2:30 AM;Saturday: 10:00 AM – 2:30 AM;Sunday: 10:00 AM – 1:00 AM,ChIJoXx2DEnFwogRAQNuEvZKv_s,27.9604807,-82.44208909999999,4.5,OPERATIONAL
Mad Hatters Kava Bar,4685 28th St N, St. Petersburg, FL 33714, USA,(727) 800-5030,Monday: 7:00 AM – 2:00 AM;Tuesday: 7:00 AM – 2:00 AM;Wednesday: 7:00 AM – 2:00 AM;Thursday: 7:00 AM – 2:00 AM;Friday: 7:00 AM – 3:00 AM;Saturday: 7:00 AM – 3:00 AM;Sunday: 7:00 AM – 2:00 AM,ChIJYdtePI3jwogRKyWpe4WQzHU,27.8144763,-82.6710193,4.6,OPERATIONAL
Muddy Water Kava,6111 10th St N, St. Petersburg, FL 33703, USA,(727) 520-0720,Monday: 8:00 AM – 2:00 AM;Tuesday: 8:00 AM – 2:00 AM;Wednesday: 8:00 AM – 2:00 AM;Thursday: 8:00 AM – 2:00 AM;Friday: 8:00 AM – 2:00 AM;Saturday: 8:00 AM – 2:00 AM;Sunday: 8:00 AM – 2:00 AM,ChIJtwjSEarmwogRjJza2XkUrYk,27.82779,-82.647628,4.6,OPERATIONAL
Ritual Kava Lounge,11127 N Dale Mabry Hwy, Tampa, FL 33618, USA,N/A,Monday: 8:00 AM – 12:00 AM;Tuesday: 8:00 AM – 12:00 AM;Wednesday: 8:00 AM – 12:00 AM;Thursday: 8:00 AM – 12:00 AM;Friday: 8:00 AM – 12:00 AM;Saturday: 8:00 AM – 12:00 AM;Sunday: 8:00 AM – 12:00 AM,ChIJwfNjcXLBwogRc5WjrTZKmUQ,28.050038,-82.50369359999999,4.9,OPERATIONAL
Bula Kava Bar & Coffee House,2500 5th Ave N, St. Petersburg, FL 33713, USA,(727) 498-8913,Monday: 7:00 AM – 2:00 AM;Tuesday: 7:00 AM – 2:00 AM;Wednesday: 7:00 AM – 2:00 AM;Thursday: 7:00 AM – 2:00 AM;Friday: 7:00 AM – 2:00 AM;Saturday: 7:00 AM – 2:00 AM;Sunday: 7:00 AM – 2:00 AM,ChIJR8Z9KsvjwogRvH5X0rn0B6M,27.7771646,-82.6675642,4.4,OPERATIONAL
Grassroots Kava House,1925 E 6th Ave, Tampa, FL 33605, USA,(813) 755-4100,Monday: 7:00 AM – 9:00 PM;Tuesday: 7:00 AM – 9:00 PM;Wednesday: 7:00 AM – 9:00 PM;Thursday: 7:00 AM – 9:00 PM;Friday: 7:00 AM – 9:00 PM;Saturday: 8:00 AM – 9:00 PM;Sunday: 8:00 AM – 9:00 PM,ChIJ58DykSbFwogRlSIQwf_cfUE,27.9593616,-82.43687829999999,4.6,OPERATIONAL
The Spot Smoke Shop and Kava Bar,4299 66th St N, Kenneth City, FL 33709, USA,(727) 289-1659,Monday: 6:00 AM – 12:00 AM;Tuesday: 6:00 AM – 12:00 AM;Wednesday: 6:00 AM – 12:00 AM;Thursday: 6:00 AM – 12:00 AM;Friday: 6:00 AM – 12:00 AM;Saturday: 6:00 AM – 12:00 AM;Sunday: 7:00 AM – 12:00 AM,ChIJX4of2eXjwogR4kKE7NCLm_A,27.8105221,-82.7282046,4.8,OPERATIONAL
Grassroots Kava House,5248 N Florida Ave, Tampa, FL 33603, USA,(813) 755-3003,Monday: 7:00 AM – 12:00 AM;Tuesday: 7:00 AM – 12:00 AM;Wednesday: 7:00 AM – 12:00 AM;Thursday: 7:00 AM – 12:00 AM;Friday: 7:00 AM – 12:00 AM;Saturday: 8:00 AM – 12:00 AM;Sunday: 8:00 AM – 12:00 AM,ChIJCSS42dbFwogRppnrbbOFzIE,27.9950422,-82.4597209,4.8,OPERATIONAL
Steep Station Kava Bar,3804 W Linebaugh Ave Suite C, Tampa, FL 33618, USA,(813) 513-4833,Monday: 8:00 AM – 10:00 PM;Tuesday: 8:00 AM – 10:00 PM;Wednesday: 8:00 AM – 10:00 PM;Thursday: 8:00 AM – 10:00 PM;Friday: 8:00 AM – 12:00 AM;Saturday: 9:00 AM – 12:00 AM;Sunday: 9:00 AM – 9:00 PM,ChIJu5zRAxvBwogRFNXjdBe0cXU,28.039658,-82.50542399999999,4.6,OPERATIONAL
The Muddy Root Kava Cafe,8229 Parkedge Dr, Tampa, FL 33637, USA,(813) 284-7491,Monday: 7:00 AM – 12:00 AM;Tuesday: 7:00 AM – 12:00 AM;Wednesday: 7:00 AM – 12:00 AM;Thursday: 7:00 AM – 12:00 AM;Friday: 7:00 AM – 12:00 AM;Saturday: 10:00 AM – 12:00 AM;Sunday: 10:00 AM – 12:00 AM,ChIJtQat2qvJwogR3V4iPUxj8II,28.0697371,-82.36745909999999,4.8,OPERATIONAL
Dignitary Cafe,4817 S West Shore Blvd, Tampa, FL 33611, USA,(813) 999-4968,Monday: 10:00 AM – 3:00 AM;Tuesday: 10:00 AM – 3:00 AM;Wednesday: 10:00 AM – 3:00 AM;Thursday: 10:00 AM – 3:00 AM;Friday: 10:00 AM – 3:00 AM;Saturday: 10:00 AM – 3:00 AM;Sunday: 10:00 AM – 12:00 AM,ChIJj-qfF63dwogRC5pqWJyvMwg,27.8940998,-82.5272294,4.8,OPERATIONAL
The Bay Kava Lounge,2119 W Brandon Blvd G, Brandon, FL 33511, USA,(813) 438-8779,Monday: 9:30 AM – 11:00 PM;Tuesday: 9:30 AM – 11:00 PM;Wednesday: 9:30 AM – 11:00 PM;Thursday: 9:30 AM – 11:00 PM;Friday: 9:30 AM – 12:00 AM;Saturday: 9:30 AM – 12:00 AM;Sunday: 10:30 AM – 11:00 PM,ChIJadlo5mbOwogRHcOhhPAmKRc,27.937328,-82.3203813,4.9,OPERATIONAL
Kava & Company - San Marco,1224 Kings Ave, Jacksonville, FL 32207, USA,(904) 551-3809,Monday: 9:00 AM – 12:00 AM;Tuesday: 9:00 AM – 12:00 AM;Wednesday: 9:00 AM – 2:00 AM;Thursday: 9:00 AM – 2:00 AM;Friday: 9:00 AM – 2:00 AM;Saturday: 9:00 AM – 2:00 AM;Sunday: 9:00 AM – 12:00 AM,ChIJzTVIQYi35YgRtk8weDuqL5Y,30.3131574,-81.6539969,4.9,OPERATIONAL
Jax Beach Kava Bar,1372 Beach Blvd, Jacksonville Beach, FL 32250, USA,(904) 595-5786,Monday: 9:00 AM – 2:00 AM;Tuesday: 9:00 AM – 2:00 AM;Wednesday: 9:00 AM – 2:00 AM;Thursday: 9:00 AM – 2:00 AM;Friday: 9:00 AM – 2:00 AM;Saturday: 9:00 AM – 2:00 AM;Sunday: 9:00 AM – 2:00 AM,ChIJg0rOUS1J5IgRHGzKwt31X7A,30.2874805,-81.40385959999999,4.8,OPERATIONAL
Kava & Company - Mandarin,11018 Old St Augustine Rd Suite #123, Jacksonville, FL 32257, USA,(904) 900-3606,Monday: 10:00 AM – 10:00 PM;Tuesday: 10:00 AM – 10:00 PM;Wednesday: 10:00 AM – 10:00 PM;Thursday: 10:00 AM – 10:00 PM;Friday: 10:00 AM – 10:00 PM;Saturday: 10:00 AM – 10:00 PM;Sunday: 10:00 AM – 10:00 PM,ChIJ2d_fFufJ5YgR7hTCwErvk6k,30.1748535,-81.6050958,4.9,OPERATIONAL
Wildcrafters Booze-Free & Kava Bar,2105 Park St #4, Jacksonville, FL 32204, USA,(904) 405-7275,Monday: Closed;Tuesday: 11:00 AM – 10:00 PM;Wednesday: 11:00 AM – 10:00 PM;Thursday: 11:00 AM – 12:00 AM;Friday: 11:00 AM – 12:00 AM;Saturday: 11:00 AM – 12:00 AM;Sunday: 11:00 AM – 10:00 PM,ChIJgz6eE7635YgRAmd86_a4QZY,30.3136309,-81.6835887,4.8,OPERATIONAL
Kafe Kava - St. Augustine Kava Bar,21 Spanish St, St. Augustine, FL 32084, USA,(904) 770-2605,Monday: 10:00 AM – 1:00 AM;Tuesday: 10:00 AM – 1:00 AM;Wednesday: 10:00 AM – 1:00 AM;Thursday: 10:00 AM – 1:00 AM;Friday: 10:00 AM – 1:00 AM;Saturday: 10:00 AM – 1:00 AM;Sunday: 10:00 AM – 1:00 AM,ChIJJ1m89qQn5IgRRm6Xc4m4VWk,29.8966084,-81.3138742,4.5,OPERATIONAL
Eternal Roots Kava Lounge,7035 Philips Hwy Suite 8, Jacksonville, FL 32216, USA,N/A,Monday: 10:00 AM – 12:00 AM;Tuesday: 10:00 AM – 12:00 AM;Wednesday: 10:00 AM – 12:00 AM;Thursday: 10:00 AM – 12:00 AM;Friday: 10:00 AM – 12:00 AM;Saturday: 10:00 AM – 12:00 AM;Sunday: 10:00 AM – 12:00 AM,ChIJOSUjk0635YgRGpQ0csuc3L4,30.24541640000001,-81.60069879999999,N/A,OPERATIONAL
kava bar,44 E Union St, Jacksonville, FL 32202, USA,N/A,,ChIJLwrJZIy35YgRSmYkVtyZDOY,30.33212259999999,-81.6551842,N/A,CLOSED_PERMANENTLY
Sunbelt Kava Co.,3327 NE 32nd St, Fort Lauderdale, FL 33308, USA,(954) 404-0186,Monday: 9:00 AM – 3:00 AM;Tuesday: 9:00 AM – 3:00 AM;Wednesday: 9:00 AM – 3:00 AM;Thursday: 9:00 AM – 3:00 AM;Friday: 9:00 AM – 3:00 AM;Saturday: 9:00 AM – 3:00 AM;Sunday: 9:00 AM – 3:00 AM,ChIJ6f7qyWMB2YgRe7W_FyV8seY,26.1686545,-80.1014914,5,OPERATIONAL
Island Vibes Kava Bar Fort Lauderdale,1027 N Federal Hwy, Fort Lauderdale, FL 33304, USA,(954) 990-8438,Monday: 10:00 AM – 2:00 AM;Tuesday: 10:00 AM – 2:00 AM;Wednesday: 10:00 AM – 2:00 AM;Thursday: 10:00 AM – 2:00 AM;Friday: 10:00 AM – 2:00 AM;Saturday: 10:00 AM – 2:00 AM;Sunday: 10:00 AM – 2:00 AM,ChIJybCjMSIB2YgR_r0sxderbeY,26.1382912,-80.1212017,4.9,OPERATIONAL
Black Klover Kava,4405 N Federal Hwy, Fort Lauderdale, FL 33308, USA,(954) 900-4574,Monday: 7:45 AM – 2:00 AM;Tuesday: 7:45 AM – 2:00 AM;Wednesday: 7:45 AM – 2:00 AM;Thursday: 7:45 AM – 2:00 AM;Friday: 7:45 AM – 2:00 AM;Saturday: 7:45 AM – 2:00 AM;Sunday: 7:45 AM – 2:00 AM,ChIJ9ensVgMD2YgRUXxHB8--8Co,26.18255229999999,-80.1198196,4.9,OPERATIONAL
